essay_id,essay,human_score
1277,"Dear @CAPS1 @CAPS2, I am writing you this letter to inform you that computers do benefit society. Computers benefit society because we can learn about places we want to go. It also benefits society because in a couple years everything will be computers. However, computers benefit society because they @MONTH1 life easier now a days. My opinion is that computers do benefit society. Computers help everyone a lot. First, we can learn about the places we want to go to. We want to learn about the places so we can travel there. However, when we know a lot about that place we might want to but our plane tickets threw the computer site then after you get the plane tickets you can go and discover the places/place. Second, in a couple years everything will be computers. However, @CAPS3 will be threw a computer site (world wide web). We will get our education online. There will be games online. Computers do benefit society. Lastly, computers make life easier. They make life easier because instead of picking up a phone to call your friends or family you can go online to talk, they also make life easier beacuse instead of going to your family or friends house you can go on to aim or what ever chat site you got and chat threw instant messaging. In conclusion, computers do benefit society. First, you can learn about places you want to go to. Second, everything will be threw computers in a couple years. Lastly, computers make life easier.",7
1288,"I believe that computers have a positive effect on people. The three reasons I think this, is because computers enhance our hand-eye coordination, they give us the ability to research and find out information about a certain topic. They also allow us to communicate with people who we are not able to see very often. Computers, in fact, increase our hand-eye coordination. The usage of both the screen and the keyboard allow us to look only at tha sceen while typing on the keyboard. Hand-eye coordination is an important skill to have when excersising by playing sports or working out, which is also important and very good for our bodies. If you want in to apply for a job in, for example, an office, and you started stumbling and acting clumsy, then you @MONTH1 be looked at differently if you were organized and knew what your doing. This is why hand-eye coordination is important to people. Computers also have the amazing ability to search the world wide web. This gives us the ability to make millions of searches for any given topic. For example, In fifth grade I did a research project on @LOCATION2. Without all the useful information I found on the computer. I would have never been able to learn evrything I did. As most of the world already knows, there was a devestating earthquake in the small country of @LOCATION4. Computers was one of the ways that helped spread the word and get everyone to start helping and sending supplies and food to the victims. Also, if a family is thinking about going somewhere for a vacation, they can take care of most of the help on the computer. They could buy flight tickets, book a room at the hotel, and even get a rental car for when they land. This is what my family did on our vacation to @LOCATION1 and everything turned out perfectly all thanks to the computer and being able to do everything online. This is how the computer can help you research any topic. Lastly, you can use the computer to communicate with people that live far away and you rareley ever see. For example, my grandparents live in @LOCATION3, so I use video chat to talk to them since I only get the chance to see them one every two or three years. Also when my dad goes on buisness trips to other states or even something out of the country, we use instant messaging or video chat to keep in touch. Lastly, if you have friends or family who are fighting for america in @LOCATION5 right now, you can also use a video chat to communicate with them. So these are all my reasons why I believe computers have a positive effect on people. They help with hand-eye coordination, they give us the ability to research and find information on any topic through the internet, and lastly, the allow us to communicate with people who we are not able to see very often. These are my reasons and I hope you agree with me that computers have a positive effect on people today.",10
1323,"Dear, @CAPS1-@ORGANIZATION1 Computers... they are sometimes bad and sometimes good they're like people. Computers are helpful on finding information, making your work less difficult. But at the same time there not so healthy to you and your family. Computers have so much information that the news paper in the future will no longer be known. Newspaper will no longer be thrown at your front porch. Because of computers instead of getting info of what happen yesterday in what area you live with the computer you can find out what intersting things happen yesterday in the whole world. But thanks to computers life is one step easier if someone had a science project. About as an example cells and with that computer it will help a lot more than you think no need to write all slopy just type of cell's were you can find in the internet, print done it just makes life way easier than just writing drawing finding info of cells in book that waste good time to go outside and play with friends and family. Computer like I said are sometimes bad like people and it also like a drug. Because look at computers when people go on website like, myspace, twitter, facebook, communicating website or game website, theres whay to much to name. Its a drug cause you to stay on it day to night you'll get stuck to it and can't get enough of it and some people won't stop and it hurts there family, friend and especially health, like drugs they cause all the same thing. I think I proved my point of why computers are sometimes bad and sometimes good like people.",8
1353,"Dear @ORGANIZATION1, @CAPS1 our nain forest growing back, service that takes only a few second, and being able to find practically any answer to any question. What could cause this phenominon. The answer is computers. These electronic wonder help us and our planet in some many ways. because they are ecofriendly, efficient, and loaded with information. You @MONTH1 be asking yourself how computers are ecofriendly. Well, for starters they help slow the waste of paper. Did you know that the @LOCATION1 kills aproximately @NUM1 million trees a year for book. Computers help prevent this in several way. For example instead of sending a short letter to the police cheif asking about what the new driving law is. You could send an email and save the paper. Also if you wanted the newspaper staff to interview the people that survived the power plant explotion you could send them all an e-mail with instructions to the surviers house insted of giving out maps individually. So now you see how ecofriendly computers are. My next reason was the eficentcy. My dell laptop @CAPS2 home takes about @NUM1 min to iload, @NUM3 sec to get on the internet, and @NUM4 sec to get to another webpage. So say that I want to know how many legs a centiped has (parents don't know either) without a computer it would take @NUM5 min to get to the library, @NUM6 min to find a parking spot, and @NUM4 min to find a book about cenipeeds. In total thats a least @NUM8 mins but my computer would only take @NUM1 min @NUM10 sec about. Also if you wanted to ask a friend what she is doing on @DATE1. I would only take a few seconds to send an email and she would answer quickly back, because she most likely on the computer a. My third reason was because computer are loaded with information, @CAPS2 @CAPS3 library I might find @NUM4 book on a sudject but on a computer I @MONTH1 find thousand. Once I was doing a report on monarch butterflys. @CAPS2 the @CAPS3 library I found @NUM12 books about them, On the internet I found @NUM13 wedsites on them! Also books have general information like just @CAPS5 life, but the internet has specific information the @CAPS5 part in the enviorment. As you now know computers help not only humans but the eviorments this is because they are ecofriendly, efficient, and loaded with information.",10
1384,"Dear @CAPS1, In my own opinion, computers do not have a positive effect on people. Online, you can go on any website and talk to people. Most of the time, you @MONTH1 not even know who it is your speaking with. Plus not all information you @MONTH1 find is true. Computers also take time away from doing something productive, like playing outside. In the next few pragraphs, I'll show you my point. First off, online websites have many different ways to contact people (chat rooms, blogs, email etc.) @CAPS2, do you really know if the people you're talking to are who they say they are? Back then, it was rare someone got caught when trying to kidnap a child by pretending to be someone online; @CAPS3 a days more and more people are getting caught. You @MONTH1 think this won't happen to your child, but my friend was being stalked online by someone what they haven't caught. We never thought something like that would happen, @CAPS2 it did. Also, once it's online it never goes away. So watch what you put online, there is always some way to find what you had posted even once deleted. Plus not every bit of information found online is ture. I professionals say that @PERCENT1 of kids have researched a project online then used a print source and found that information to be false. On websites like wikipedia any one has the ability to change what is written on the page. Most websites @PERCENT2 give the ability for anyone to do so. Also post and pictures on the internet @MONTH1 not always be appropriate. There's certain criteria we keep children from seeing for a reson. Lastly, computers keep you from doing anything productive. It @MONTH1 teach hand-eye coordination however it does not keep you fit and healthy. Already, @PERCENT3 of @CAPS4 alone are over weight and that's alot of people. Dr. @DR1 says that online games keep kids from getting much needed exsersize and fresh air, that every growing child needs. In conclusion the internet keeps children from going outside to play. Also, not everything found is what is true or right. Lastly, not everyone you find is the person they portray themselves. This is why I think that comperters aren't positive in society.",10
1391,"Dear @CAPS1 of the newspaper, I understand you think computers dont have an effect on people. Computers do have an effect on people. For one reason the computer helps people find out information about anything. Also, it helps people do work. Plus, you can comunicate with anyone you want. Dont make any decitions before thinking about these effects on people. First of all, computers helps people find information quicly. To find information everybody uses either google or ask and many more. The information that people find would probably help them find were a store is or a number for a restaurant. Not just that but, you can find at how much something is at a store and if it is on sale or not. These are just some of the great effects computers have on people. However, work is a really large effect computers have on people. For example, computers would really help someone if they are looking for a job because their are many stores you get to choose from. To go along with that, adults and children use the computer to type something on word if its for a report for work or an essay in school. Maybe you have used the computer to type information for your newspaper. Yet, one thing kids love to do on the computer is comunicate with their friends. Most kids either use facebook, @CAPS2, or oovoo to comunicate. Having these programs helps kids stay in touch with friends that moved away. Plus, one thing good about these programs are if you have family that live very far away from you, you can always talk to them at any time. I understand why you think computer dont have an effect on people. Computers do have many effects on people. Thats not all, computers help people find what their looking for. It also helps you with your work. Never the less computers are a great way to comunicate with friends or family. Think long and hard about what decition that you want to make.",8
1411,"Dear Newspaper, @CAPS1 do you feel about computers? I know that I think they are a great to we are lucky to have them. They have to be used in moderation though, because exercise and staying healthy is good. I hope you will share my opinions in your next article to help pursude readers on my view of computers. What I believe is the best thing about computers, is that it is a great source to learn. The internet can connect all over the world, and you can learn about other cultures. You can know everything about that country without ever visiting! Or you can use it to find out about you family's history. Many record keeping systems are switching to computers now. When we took a field trip to @LOCATION1 they had data bases there that had every name of the people that went through there. Studies show that @NUM1 people find the internet easy to use, and quicker than any method. Another thing about computers is they help you in the work place. Lets say you had a job designing houses to be built. In old times you would have to draw it out by hand using numerous instruments and tools, but now you could make the design using just one tool, the computer. It is a much away way to to you job and if assists the customers because before if the wanted the house to be a different you would have help to draw it all over again. Now you just have to make an ajustment on the computer and in seconds its done with the new design. These day if not @PERCENT2 then @PERCENT1 of house designers use computers. Computers also play in a social role. On the internet you can connect and chat with friends. Also you could share pictures of both of you at a baseball game @DATE1 to keep memories. Or you can send them a website with a really funny video of someone getting with a soccerball. Experts did a study and it showed that @NUM2 times the reason a teen goes on the internet is to connect with friends. ""@CAPS2 @PERSON1 (computer expert and developer) what do you think the number one reaso teen use computers teen use computers is?"" @CAPS3, I would have to say to chat with friends. I dont see why they wouldn't, it's simple and almost in ."" Computers are, a great advancement in our technology. They assist us in everyday life, life and make difficult tasks simple. They should not be over used though and you need to keep a healthy mind and body. All of the thing we could learn from them though help in the argument of that. To me the computer is the same step forward as the light bulb was. Computer source found @PERCENT3 of in @LOCATION2, and. I believe they will be in all of our homes. Some families find them @CAPS2 useful the have more than one in the household. They can come in all shapes and sized to fit your wants and needs, and can connect you to anything in the world.",11
1441,"Dear local nepaper, I have reacently heard about the idea of computers are not very productive. Sure, people get informatin and talk online, but that can be a bad thing, I agree with computers being overcused and used for the wrong reason. To me, the main source of communication is chatting online. Even I talk online all the time. Chatting online is also a terrible thing if you abuse @CAPS1. Children aroung the world talk to people they hace never seen. People are being abroad because they believe the person they are taking to is the real deal, @CAPS1 is a great way to communicate just not in the wrong ways. Plagourism is happening all over the world, People just take whatever they want, when they did not create @CAPS1. We take if you are caught doing @CAPS1, you can go to prison. Although there is a way we van help the plagorism. the internet has all the information in the world, and people abuse @CAPS1. I have seen papers that have information that they copred and passed @CAPS1 to their paper. You can tell because @CAPS1 is a different for than the others, and bad things happen. Teachers immediately you have to talk to a supervisor about @CAPS1. I know I will try my best to not playorise, I can start by getting my own information. Everyone loves computer and technology, but if everyone can just lay off the computer for a while, things like plagorism and the abuse or online chatting can be limited. ",8
1451,"Dear local newspaper, I think that computers have a positive effect on people because it helps them learn about foreign places, it allows them to connect with family and friends that live far away, and it helps them with their jobs. Computers help people learn about foreign places. Before my uncle went to @LOCATION4, he wanted to learn about their culture. He went on the computer and researched @CAPS1 culture, so that he can be prepared. How would you feel if you went another country and knew nothing about it? What if you were to go to that country and do something that was disrespectful to their culture, but you didn't know because you didn't do research on it? I know I would feel bad. Now some people might say that you can read a book on that country, but not everyone has time to sit and read a book. Computers make the world a little smaller and helps us learn about each other. I think that's pretty positive. Don't you? People connect with each other through the computer. More than @PERCENT1 of people who move away from their family and friends reconnect with them through computers. Nowadays there are social networking sites, like @CAPS2, @CAPS3, and @CAPS4, that gives people the chance to contact a family or friend that lives far away. When I moved to @LOCATION1 from @LOCATION2, I thought that I was never going to see my best friend again. But then, I got a @CAPS3 and found her on there. I was very estatic. We swapped numbers and addresses. Now everyday I talk to her on the computer. Also, the only way I talk to my aunty, who lives in @LOCATION3, is by the computer. I can't talk to her on the phone because that would run my phone bill up. Another reason that computers are positive is that is helps people find their biological parents or siblings. It brings them together and helps them reconnect with each other. Computers help people with their job. Anybody who is a @CAPS6 of a company has a laptop. It helps them store data, files, and important information. Computers are essential to these people. Also, it helps them keep track of their company if they go on a vacation. How would you feel if you owned a company and went on a vacation, but you couldn't keep track of it because you didn't have a computer. Computers have a positive effect on people because it helps learn about places, talk to their family, and keep track of their job.",9
1477,"I blive that computers have a lot of effects on people for example there eyes, there body, there mind. First you eyes if you set next to the computer too close you eyes gets effected by the computer screen and you @MONTH1 lose your eyes and then you woudnt be able to see or read or do alot of fun staff like playing as you want to set near the computer or not. Second your body if you set on the computer for a whole day and not exersice you will get fat in other word you body will become fat and you will not be able to ran and do a lot of stuff and so are you just set on the computer for the whole day or not. Thrid is you if you watch on you computer like a video or play a new game and you mind if only thinking about doing that and then when you go to school you will only be think about that and you will forget every thing you wanted to do at you thinkin about because of that. Fanilly I am telling every on to not spened too much time on the computer and be exersing and fun act side are working on you school work and doing homework and exersice and I want everyone to have a good life.",6
1507,"Dear @CAPS1 @CAPS2 writers, @CAPS3 are an avrage of @NUM1 computers per house. That is just too much. I think society is too much time in computers. Computers are taking over our life. Spending time on the computer runs up the electric bill. Computers are one of the leading problems with weight and you are  and interesting with society when on the computer. @CAPS4 you spend too much time on the computer you run up your electric bill do you realy want to be spending @NUM2$  in a month or would you rather get groceries, or even pay bills with that money. "" On avrage a family who used less computers saved @MONEY1 than a spends more time on thier computer. ""@CAPS4  i knew how much I save I would decanated computer"" says gamer I didn't know how much my hobbie was me"" @CAPS5 @CAPS3 is the problem life. The worst problem with computers is you dont  with society @CAPS4 you spend most of your time on the computer you wont have alot of friends in real life. You @MONTH1 have online in real life toy call in love. I other than paly on the computer. I think society spending too much time in the computer. Computers such as the electrisity bill, when you the computer, you gain and dont participate with society so get off that computer and.",9
1542,"Do you remember school projects sitting down bored and watching your @CAPS1 stations or sitting in the doctors office waiting bored out of your mind? Well no more! Since the computer was invented there have been many many advancements and all of those things are gone. There was once a time when the only way to do a project on a country was to look in the paper untill you found something now with computer advancements you can enter a country's came into google, a search site, and up comes @NUM1 things on that country. In fact @PERSON1 a expert on computers and inventor of one of the most advanced computers on earth says that searching for information is now @PERCENT1 to @PERCENT2 eisier depending on the topic. Also you no longer have to work a redundunt type write that always makes mistakes that you have to retype. You can just use @ORGANIZATION1 and you type your essay. Anything speelled wrong is underlined in red so you only rarely have a spelling mistake. As a result of this increase in knolage, from a learning stand point computers are extremly good for mankind. My second reason that computers are extremely good for us is that they are entertaining. On your new laptop you can go on miniclip or addicting games, both gaming websites and play games. These game while not only are fun improve handeye coordination which helps with sports, driving, writirs and many other things. More advanced gaming computers called consoles such as the @CAPS2-box @NUM2, by @ORGANIZATION1, the @NUM3, the @CAPS3 by the @CAPS4 provide exteme gaming experience. One of the more recent games for these consoles is called @CAPS5 of @CAPS6! Modern @CAPS7 @NUM4. This game has an online system where you can talk to and play against people all around the world. Not only that but advanced games such as @CAPS5 of @CAPS6 improve eyesight. Studies show that playing a high action game @NUM4 hrs a day will improve eyesight more than eating @NUM6 serving carrots a day. My final reason that computers are good for you is that they take boring waits. If you've everyone to @CAPS10 you know that the lime can be @NUM4 hrs long. People used to wait that just standing there. Now people can pull out their @CAPS11 or @NUM8 player and listen to music. The @CAPS11 can take videos and pictures as well as play music, videos and games. If you are lucky enough to have an I touch you can check email, stocks, weather and news right on your @CAPS13 as well as buy songs which can be @NUM9 cheaper than @CAPS14. In conclusion all of this advantage in technology benifits us greatly. We can now learn about new exiting things have fun while improving eyesight and we don't have to wait.",10
1549,"To whomever this @MONTH1 concern, @ORGANIZATION1, almost everyone has them. Computers can make it easier to find certain places by using search engines such as @CAPS1 or @CAPS2 they are also a way of communication. I believe people using computers does benifit society because scientists use computers every day, to make the plans to send a ship into space or to keep progress of an experiment. Computers help people stay organized. A lot of teens and kids use their computers to shop and stay in touch with friends. Some people belive people spend to much time on computers. That @MONTH1 be true, but also remember what its doing for society. When people spend less time exercising, enjoying nature and interacting with family and friends its a personal choice. Its not like their being obliged by the @ORGANIZATION1.",6
1568,"Dear Local Newspaper, I think that computers are giving bad effects on peoples lives. Instead of using your time wisely and getting active outdoors, your'e inside your house on the computer playing games or chatting with your friends. If you're those people who easily get overweight or in any diabetic medication right now, I't easily recommend you to do workout or go and invite a friend over for a walk at the park. That way you are enjoying nature, talking with your buddy instead of doing it online, and you'd also be getting exercise. If you didn't notice, you are also doing your friend a favor too. Not only are you getting good benefits on the outdoors but so is your partner. Getting more active @MONTH1 even bring your friendship or family bond even more closer. You might also improve your self-esteem because you'll look in the mirror and feel great about your new, healthy looking body. Also, if you're one of those people always depressed, feeling lonely, or just in a bad mood, this advice could be the key to your solution. The workouts and activities helps you have more energy you never thought you'd have before. if I were you, I'd stop being lazy and actually enjoy your life and not waste time doing lazy then go.",7
1606,"Do you want your child to suceed in life? This is why computers are valuable to everyday life. Computers help children get more education, they can be independent and not hows anyane tell them new to use a computer, and @CAPS1 they get to college they can take notes quickly and not fall behind. This is whycomputers are important to everyday life. Computers are important because your child will get the proper education that they need. @PERCENT1 of children who uses the thev internet for students for studies are the ones that will be a grade ahead of the best of this or her classmates. Dr. @PERSON1 a computer cope it, says, ""@CAPS1 I was using the computer to do research on a topic, I went on on leperdy the @DATE1 and from there I was a @NUM1 @DATE1 because I was on the computers. As you can see computers are valuable items used in everyday life. Computers are important to everyday life because it helps your children be more independent and learn how to use different parts of the internet. @PERCENT1 to @PERCENT2 of children who use the internet are most likely so succeed in college because they know what websites to go to and how to get there. There is an @PERCENT1 chance that the children who succeed in college will get the higher paying jobs because they've @PERSON1, the computer expect, says, ""@CAPS2 son was at @ORGANIZATION1, @CAPS3 was smart because @CAPS3 was always on the computer looking up new facts and ideas that popped into his head."" @CAPS3 is a student which is very hard to get. This is why computers are valuable to everyday life. Computers are impotant because you can look up sites that will help you eat health foods. @PERCENT3 of adults who health foods are most likely to live an even @NUM2 years of their life because they are their bodies in health conditions because they've eating more fruits, and drinking more to keep their bones strong @CAPS1 they fall @CAPS1 they older. As you can see, using then internet can be very helpful if you used to the right way. This is why using the internet will help you be the successful person that you want to be in life.",9
1625,"I belive that computer technology is a positive effect on people. I think this because it can teach you how to type faster, learn about far away places, and talk to people online. Here are some reasons why. My first reason is because the computer can teach you how to type faster. For example, for the use of your fast writting you can get a good job/career and can have a future in your life. Another example, is because you can type e-mails faster and don't need to type slow. Last example, is that you can improve you typeing skills and become a better typer. My second reason is because you can learn about far away places. For example, you can learn about other countries and how it's different from our country and how their alike. Another example, is you can use it for projects, get all your information and be prepare for a great project. Last example, is you can always learn something everyday from your computer, like news, weather etc. My third reason is because the computer allows you to communicate with other people. For example, you can talk to your friends and family to check in on them and see how their doing. Another example, is when your bored you can always talk to someone on the computer and have fun with it. Last example, is you can talk to your friends and plan when to hang out and go outside and get fresh air, That way you don't have to be in your house all day. That's why I think that computer technology is a good idea because it can teach you how to type faster, learn about far away places, and allows you to talk to people online. I hope you agree with me also, and should think that computer technology is a good idea for everyday for lots of reasons.",8
1631,"I believe that computers are a great invention. It lets people interact with people from very far off places. Has lots of fun games you can play. And it is also a great way to learn information on topics and places very far off. Being able to talk to relatives from far away places is very important. @PERCENT1 of experts say that having a close knit family will give kids a greater chance of going to college. I understand why some people think ""well why doesn't the "" I grew up in a big family and just the whole day the phone was getting used. The computer has a lot of fun games that you can play. I see why you might think that the computer is why kids are over-weight But isn't the hour on the computer. Its eating habbits. Studies show that computers are use in the winter two time as much then. Going on the internet to learn new information is a great way to useing your souce. Just imagine this you straight A student comes home for the weekend about to do the biggest project lige forgets to bring home the most important book. She is flipping out looking all over the place and hyperventalating. But if you had a computer your daughter would be able to get the proect done and go to the college of her dreams. But since you didn't buy a computer she is going to fail her class not accepted to harvard and settle for the local community college where maybe one day she will be able to transfer. So I've gave you reasons to go out and but a computer you just lost to go do it. Do you want your kids to interact with aunt sally who lives @NUM1 miles away. Also it is a great way to play games. And lastly you want your daughter to go to yale or do you want her to fail. I have give yous you the facts the rest is up to you.",8
1650,"Dear local newspaper, @CAPS1 would a person do with out a computer? Well I think nothing because @CAPS1 if you are like me that have their family far away in another country well whith a computer you can see them throught a camara and talk to them just like if you where there. Computers just don't take your time they help you understand the menning of a family.These are many reasons why I think computers should be very important. My first reason is that they give you information about a place that you might be interested to see or know their culture. There are many people that like to explore and see new places, but they can't because maybe they just don't have time or they might have to much work. There is no exception for someone to not put their oportunities out, just because they don't have the time or a computer. My second reason is work. People like you that work in a office need information about a place that a disaster happened. You might need somenthing to see how it happen and @CAPS1 was the condition it happend. People that work in a important place need a computer because they are saving their work so they don't lose it and get fired. My third and last reason is to be organized. Being organized is very important it helps you keep a job or having everything on hand. Well computers are not just a pass of time it also makes your life easier. Many people say that they don't @CAPS1 to have to much papers; with a computer you can have all those paper in just one page that is saved by you, and only you can see it. As you @MONTH1 see many people that have computers use it in a productive way. It's not just a pass of time like people say it is. It also helps you do many stuff for your own future: not just to play around with some new friends. Well as you @MONTH1 see this are my three main reasons for keeping a computer in your house and using it in a good and productive way. ",8
1668,"Dear @CAPS1 of @ORGANIZATION1; Technology seems to have a positive effect on people. But could it be a bad thing. The computer is one of the top uses by @CAPS2, but I think we spend a little to much time on it. My reasons are, kids and adults spend to much time on it, cant interact with friends or family and you cant enjoy nature. Dont get me wrong, its nice to meet new people on the internet and learn about other places. But when are you going to get your exercis of your on it for @NUM1 hours? Sometimes you can never get up because your eyes are stuck to the screen. As for food, you sit and eat junk food. You cant get a healthy meal if you eat chips & candy for hours. Instead up being blinded by the screen, you can get blinded from the sun outside by riding a bike. Its a great way to get fit, rather than typing and clicking away at your @CAPS3. Another way of getting fit, (than to sit) is going out for a run. Kids need about @NUM2 mins of cardio, so why not run your legs than your newest download? You work out your arms & your legs! My next reason why spending time on the computer too much is bad is because you wont have time for your friends or family. Are kids just going to sit at the computer all day while your family is having fun? Also, when you have chores to do, what will happen to them? The dishies will be dirty and your room will be a mess. Most of all wont you miss your friends? At this age kids/teens should be partying with friends and not gossiping online. No one would ever want to invite you anywhere because they will know you will be on the computer. Lastly, my final reason is the most simplest; enjoy nature explore the outside instead of living on the inside. Its good to go out once in a while and get a breathe of fresh air. If you havent visted the park in a while it would be great. Hear all the birds chirping and see the trees and flowers bloom! Then take a nice walk or stroll in the park. Your getting exercise & exploring nature too. While your at it, plant some flowers in your garden. This shows instead of buying games online, your buying seeds to help the environment. In conclusion, spending time on the computer is not bad, just dont spend hours-upon-hours on it. Kids will be kids, as well, adults will be adults. So take the considerations in hand. So try to get exercise, hang out with your friends & family, and enjoy nature!",9
1697,"Dear local newspaper editor, @CAPS1 you love haveing the enternet at your finger tips. Recently, it has been bought to my attention that some experts are concerned that people are spending too much time on their computers. I firmly believe that this is correct. My three arguments are its not healthy, the friends you meet up there are siber friends and bad @CAPS5 @MONTH1 occur. First of all, being on the computer too much is not healthy. This reminds me of my friend named @CAPS2. @CAPS2 used to be humerous, outgoing and play alot of sports. One @CAPS3 day, her mother bought her a laptop. This laptop was blue and white-her two faverite colors. She was on it all day and all night. She took it with her everywhere she went. Well, it got to the point whare she stopped the sports, gained some weight and the sadness creptped upon her. She was in a depresion mode. She went to the doctors and they told her that she had to give up the computer and play with it for only two days a week for five hours only. She listened to the doctor and it took her about three months to get back to the fun @CAPS2 she used to be. Being on the computer too much can harm you and the people around you. Second of all, the friends you meet on the enternet are called cyber friends. You don't know who they realy are, where they realy live, or their real age. They can tell you any thing they want because they know that that's a little fantasy world. That is mently not healthy. It is very important for human beings to be socialy active. Being on the computer too much can harm your brain also. Third of all, @CAPS5 @MONTH1 pop up. If you are the type of person who is on the computer every chance you get like becky, it is not good for you or the device. Being on the computer can harm even the computer. Well, you've read my arguments and ideas. Please take them into consideration.",8
1712,"Dear The @ORGANIZATION1 @MONTH1 say that people are spending too much time foucusing on the computer and not on their homework, or getting some fresh air outside. I say those people are @CAPS1! Computers are a giant step into new technology. For example, you can use the computer to do research for school, communicate with friends online and give children some down time where they can learn about far away places and people. If you were doing a research paper for school and you have checked out all the books on the subject of your paper, but you suddenly relized that you forgot one of the most important books! You race back to the library only to find out that it is closed. Computers then come in handy. You can google the book and find an online copy of the book, so you make the grade on that paper. Also, possibly you are having trouble with math homework and you are home alone, what do you do then? That is what computers are there for! So you can easily go to your teachers website and there would be the explanation on how to do that specific lesson. Children @CAPS2 to commonicate with their friends, to some extent. Such as a homework question or just to talk for fun. Without friends children would be knowhere. Statistics show that @PERCENT1 of all children who are permitted to talk with friends, out of school stay off of drugs and promote a stronger education and grades. The internet was not just created for the heck of it. It was invented so people can communicate, childeren can do reaserch, and for fun and exploring as well. For example - learning about far away places, people, and culture, exploring animals, and even online shopping is now availble. These are necessities for all people to have access to. Without computers @CAPS3 would not know the important news when @CAPS3 needed to or information needed for a specific moment. Computers are the future (yes I am repertative) @CAPS3 @CAPS2 to have computers in our lives for communication, shopping, learning purposes, teaching, research on places, animals, people, and culture. Also for email purposes and to get important news around to everyone applicable to it. This is why @CAPS3 @CAPS2 to continue forward with computers, and technology for the future. So all the people of @LOCATION1 keep your computers, they are an important stepping stone needed for growth and moving onto the future of technology. Plus who would not want a good computer game once and a while.",9
1721,"Dear @CAPS1, I believe that computers are good far societey. One reason is kids cant write a @NUM1 page essay by hand the will use a computer because it is eascier. People use computers every day if it's not talking with friends playing games it peoples buenesness. I personally don't use a computer that often just to check my email and school work but that dosn't mean that people don't need them. People get excirsize even when they don't knew it like walking have so they are not of that. I personally believe that computers are not bad for but they can be helpful like a research projects like if you don't feel like looking book to find information you could go on a computer and look up somthig you could have the information at your finger tips. Why are peope so concerned about what we @CAPS4 with our. We excirsize nobody dosen't excersize we excersize at scheol when we walk home when we walk our dog take out the trash but thert might experience. Another great thing about computers is that you can video chat a live video chanel so that you can hear talk and see the person this is a great couse of if a paren is away on a burensness you can see them and talk to them I have used it to talk to friends as well. Coumpouters are also great thing becaus of the program that can with it the programs are word, excell, @CAPS2, @CAPS3 ex. They help you write essays, @CAPS4 grades, charts ex. Without coumpotors we would have to @CAPS4 it by hand wouldn't be neat it would be messy. Coumputer excersize your. The las reason why computers are so great the enternet because everthing is on the enternet like if you want to shop. Without the of your go fot it if you want to play games whatch videos you can chat with friends, post pictures, post videos I coiuld go on but I wont all I hope you the @CAPS1 got my point computors not bad for you an that's a fact kids love them and adults then so think I you took coumptor away from childre adults how would kids @CAPS4, how woud adulds fun busnesses think about what you would @CAPS4 to the world us theught computers. Hey coumptors how would you @CAPS4 your new paper. Think about its what kind of world it would be like like they ca'nt fun withouoght the coumputer inside them or the coumputr the grade for tests people don't realize that we need computers and they need us.",9
1739,"Dear State legistator, @CAPS1 you live back a long time ago when there were no computers. The only diffrence now is the technology is there but you are not allowed to use it. Do you think your job would be harder. I deffidently think that computers are making your job and everyone elses lifes easier. With the computer it teaches hand-eye cordination, gives people the ability to learn about far away places, and it gives people the ability to talk to each other. I belive the @CAPS4 technology of the computer is defidently helping out society. To start, computers are helping many people with their hand eye coordination. As you know hand eye coordination is necsicarry for a good driver. The @CAPS4 statistics that came out from @CAPS2 drivers.com the rate of accidents has decreased over the past ten years. In fact it decraced over @PERCENT1. With all the computer games that they have for young kids it is improving kids hand eye coordination. Starting at a young age. With the games like @CAPS3 a majority of kids are ridding bikes skiing or snow boarding by five years old. All of these activities require very good hand eye coordination. Lastly , the resources that help with hand eye coordination are being used to help special-ed students get better at simple tasks at a faster pase. Secondly the world wide web is teaching people of all ages about places that are located thousands of miles away from their homes. Something that I personaly use my computer for is to research a location and find history on it before I go on vacation to that place. The computers in our school has helped our classes in social studies. My teacher @PERSON1 said that he has been grading more strictly often and the grades are still up by @PERCENT2 on computer and internet research projects. I should also add in that using the computers our school is in communication with a school in @LOCATION1. Once a week we email our pen-pa. the computers have deffidently helped my schools curriculum. Finally, computers are letting people of all ages talk to buisness partners, friends etc. The social networking sites have kept @PERCENT3 of friends in touch found in @CAPS4-tech magazine. I should also add in it has reconected @PERCENT4 of friends from high school all due to the computer. Another form of online talking is vidio chatting which many people are now using for buissness meetings instead of spending the money to fly to the location of their meeting. Now, for one day you should track how many hours you are on the computer for your job. I can bet the number is going to be about @PERCENT5 of the time you are in you office. The computers have with hand-eye coordination, give people the ability to learn about places far away from home, and lets people talk to each other online. So do me a favor state legislator relize and come to terms how much society needs the computer.",10
